738929.452646,-0.0022,0.9939,0.1044,0.5493,0.0610,0.4883,104.00
738929.452649,-0.0026,0.9928,0.1047,0.5493,0.0000,0.4272,104.00
738929.452651,-0.0026,0.9935,0.1038,0.5493,0.0000,0.4272,104.00
738929.452654,-0.0013,0.9933,0.1041,0.4883,0.0000,0.4272,104.00
738929.452656,-0.0020,0.9930,0.1047,0.5493,0.0000,0.4883,104.00
738929.452658,-0.0010,0.9943,0.1044,0.4883,0.0000,0.4883,104.00
738929.452661,-0.0013,0.9933,0.1040,0.4883,0.0000,0.4883,104.00
738929.452663,-0.0013,0.9934,0.1040,0.4883,0.0000,0.4883,104.00
738929.452666,-0.0016,0.9927,0.1041,0.4883,0.0610,0.4883,104.00
738929.452668,-0.0026,0.9933,0.1039,0.4883,0.0000,0.4883,104.00
738929.45267,-0.0017,0.9940,0.1039,0.5493,0.0610,0.4883,104.00
738929.452673,-0.0018,0.9940,0.1040,0.5493,0.0610,0.4883,104.00
738929.452675,-0.0021,0.9932,0.1039,0.5493,0.0000,0.4272,104.00
738929.452678,-0.0018,0.9932,0.1039,0.5493,0.0000,0.4883,104.00
738929.45268,-0.0016,0.9928,0.1042,0.4883,0.0610,0.4883,104.00
738929.452683,-0.0023,0.9934,0.1047,0.5493,0.0610,0.4883,104.00
738929.452685,-0.0028,0.9927,0.1042,0.4883,0.0000,0.4883,104.00
738929.452687,-0.0020,0.9939,0.1038,0.5493,0.0610,0.4272,104.00
738929.45269,-0.0020,0.9928,0.1040,0.5493,0.0610,0.4883,104.00
738929.452692,-0.0020,0.9930,0.1047,0.5493,0.0000,0.4272,104.00
738929.452695,-0.0023,0.9946,0.1046,0.5493,0.0000,0.4883,104.00
738929.452697,-0.0026,0.9939,0.1040,0.5493,0.0610,0.4272,104.00
738929.452699,-0.0021,0.9935,0.1038,0.4883,0.0610,0.4272,104.00
738929.452702,-0.0016,0.9933,0.1053,0.5493,0.0610,0.4272,104.00
738929.452704,-0.0017,0.9927,0.1047,0.5493,0.0000,0.4883,104.00
738929.452707,-0.0015,0.9934,0.1044,0.4883,0.0610,0.4883,104.00
